selection,view,channel,begin_time_s,end_time_s,begin_path,file_offset_s,inband_power_d_b_fs,f_rms_amp_u,common_name,species_code,confidence
92,Spectrogram 1,1,32355,32358,D:\Shelburne\May\Sensor 12\20250517\20250517_130000.WAV,855,-44.47,NA,whine,bobof_whine,0.8406
93,Waveform 1,1,34755,34758,D:\Shelburne\May\Sensor 12\20250517\20250517_140000.WAV,555,NA,101.235,whine,bobof_whine,0.9074
93,Spectrogram 1,1,34755,34758,D:\Shelburne\May\Sensor 12\20250517\20250517_140000.WAV,555,-50.2,NA,whine,bobof_whine,0.9074
94,Waveform 1,1,35814,35817,D:\Shelburne\May\Sensor 12\20250517\20250517_140000.WAV,1614,NA,175.361,whine,bobof_whine,0.8825
94,Spectrogram 1,1,35814,35817,D:\Shelburne\May\Sensor 12\20250517\20250517_140000.WAV,1614,-45.51,NA,whine,bobof_whine,0.8825
95,Waveform 1,1,35817,35820,D:\Shelburne\May\Sensor 12\20250517\20250517_140000.WAV,1617,NA,127.728,whine,bobof_whine,0.7756
95,Spectrogram 1,1,35817,35820,D:\Shelburne\May\Sensor 12\20250517\20250517_140000.WAV,1617,-48.18,NA,whine,bobof_whine,0.7756
96,Waveform 1,1,35910,35913,D:\Shelburne\May\Sensor 12\20250517\20250517_140000.WAV,1710,NA,192.266,whine,bobof_whine,0.8932
96,Spectrogram 1,1,35910,35913,D:\Shelburne\May\Sensor 12\20250517\20250517_140000.WAV,1710,-44.63,NA,whine,bobof_whine,0.8932
97,Waveform 1,1,35979,35982,D:\Shelburne\May\Sensor 12\20250517\20250517_140000.WAV,1779,NA,130.702,whine,bobof_whine,0.8889
97,Spectrogram 1,1,35979,35982,D:\Shelburne\May\Sensor 12\20250517\20250517_140000.WAV,1779,-47.99,NA,whine,bobof_whine,0.8889
98,Waveform 1,1,35988,35991,D:\Shelburne\May\Sensor 12\20250517\20250517_140000.WAV,1788,NA,123.684,whine,bobof_whine,0.8523
98,Spectrogram 1,1,35988,35991,D:\Shelburne\May\Sensor 12\20250517\20250517_140000.WAV,1788,-48.43,NA,whine,bobof_whine,0.8523
99,Waveform 1,1,35991,35994,D:\Shelburne\May\Sensor 12\20250517\20250517_140000.WAV,1791,NA,94.491,whine,bobof_whine,0.8269
99,Spectrogram 1,1,35991,35994,D:\Shelburne\May\Sensor 12\20250517\20250517_140000.WAV,1791,-50.79,NA,whine,bobof_whine,0.8269
100,Waveform 1,1,35994,35997,D:\Shelburne\May\Sensor 12\20250517\20250517_140000.WAV,1794,NA,153.687,whine,bobof_whine,0.7952
100,Spectrogram 1,1,35994,35997,D:\Shelburne\May\Sensor 12\20250517\20250517_140000.WAV,1794,-46.59,NA,whine,bobof_whine,0.7952
101,Waveform 1,1,36117,36120,D:\Shelburne\May\Sensor 12\20250517\20250517_140000.WAV,1917,NA,170.065,whine,bobof_whine,0.8649
101,Spectrogram 1,1,36117,36120,D:\Shelburne\May\Sensor 12\20250517\20250517_140000.WAV,1917,-45.69,NA,whine,bobof_whine,0.8649
102,Waveform 1,1,36120,36123,D:\Shelburne\May\Sensor 12\20250517\20250517_140000.WAV,1920,NA,117.937,whine,bobof_whine,0.868
102,Spectrogram 1,1,36120,36123,D:\Shelburne\May\Sensor 12\20250517\20250517_140000.WAV,1920,-48.87,NA,whine,bobof_whine,0.868
103,Waveform 1,1,36231,36234,D:\Shelburne\May\Sensor 12\20250517\20250517_140000.WAV,2031,NA,141.517,whine,bobof_whine,0.8256
103,Spectrogram 1,1,36231,36234,D:\Shelburne\May\Sensor 12\20250517\20250517_140000.WAV,2031,-47.27,NA,whine,bobof_whine,0.8256
104,Waveform 1,1,36234,36237,D:\Shelburne\May\Sensor 12\20250517\20250517_140000.WAV,2034,NA,157.539,whine,bobof_whine,0.8809
104,Spectrogram 1,1,36234,36237,D:\Shelburne\May\Sensor 12\20250517\20250517_140000.WAV,2034,-46.36,NA,whine,bobof_whine,0.8809
105,Waveform 1,1,37002,37005,D:\Shelburne\May\Sensor 12\20250517\20250517_150000.WAV,102,NA,186.134,whine,bobof_whine,0.7753
105,Spectrogram 1,1,37002,37005,D:\Shelburne\May\Sensor 12\20250517\20250517_150000.WAV,102,-45.05,NA,whine,bobof_whine,0.7753
106,Waveform 1,1,37005,37008,D:\Shelburne\May\Sensor 12\20250517\20250517_150000.WAV,105,NA,119.817,whine,bobof_whine,0.9201
106,Spectrogram 1,1,37005,37008,D:\Shelburne\May\Sensor 12\20250517\20250517_150000.WAV,105,-48.73,NA,whine,bobof_whine,0.9201
107,Waveform 1,1,37236,37239,D:\Shelburne\May\Sensor 12\20250517\20250517_150000.WAV,336,NA,88.678,whine,bobof_whine,0.8082
107,Spectrogram 1,1,37236,37239,D:\Shelburne\May\Sensor 12\20250517\20250517_150000.WAV,336,-51.35,NA,whine,bobof_whine,0.8082
108,Waveform 1,1,37245,37248,D:\Shelburne\May\Sensor 12\20250517\20250517_150000.WAV,345,NA,227.689,whine,bobof_whine,0.9893
108,Spectrogram 1,1,37245,37248,D:\Shelburne\May\Sensor 12\20250517\20250517_150000.WAV,345,-43.16,NA,whine,bobof_whine,0.9893
109,Waveform 1,1,37248,37251,D:\Shelburne\May\Sensor 12\20250517\20250517_150000.WAV,348,NA,149.949,whine,bobof_whine,0.978
109,Spectrogram 1,1,37248,37251,D:\Shelburne\May\Sensor 12\20250517\20250517_150000.WAV,348,-46.78,NA,whine,bobof_whine,0.978
110,Waveform 1,1,37518,37521,D:\Shelburne\May\Sensor 12\20250517\20250517_150000.WAV,618,NA,293.801,whine,bobof_whine,0.8032
110,Spectrogram 1,1,37518,37521,D:\Shelburne\May\Sensor 12\20250517\20250517_150000.WAV,618,-40.94,NA,whine,bobof_whine,0.8032
111,Waveform 1,1,37521,37524,D:\Shelburne\May\Sensor 12\20250517\20250517_150000.WAV,621,NA,540.036,whine,bobof_whine,0.9956
111,Spectrogram 1,1,37521,37524,D:\Shelburne\May\Sensor 12\20250517\20250517_150000.WAV,621,-35.66,NA,whine,bobof_whine,0.9956
112,Waveform 1,1,37524,37527,D:\Shelburne\May\Sensor 12\20250517\20250517_150000.WAV,624,NA,306.521,whine,bobof_whine,0.9863
112,Spectrogram 1,1,37524,37527,D:\Shelburne\May\Sensor 12\20250517\20250517_150000.WAV,624,-40.58,NA,whine,bobof_whine,0.9863
113,Waveform 1,1,37527,37530,D:\Shelburne\May\Sensor 12\20250517\20250517_150000.WAV,627,NA,192.829,whine,bobof_whine,0.9218
113,Spectrogram 1,1,37527,37530,D:\Shelburne\May\Sensor 12\20250517\20250517_150000.WAV,627,-44.61,NA,whine,bobof_whine,0.9218
114,Waveform 1,1,37944,37947,D:\Shelburne\May\Sensor 12\20250517\20250517_150000.WAV,1044,NA,115.566,whine,bobof_whine,0.8687
114,Spectrogram 1,1,37944,37947,D:\Shelburne\May\Sensor 12\20250517\20250517_150000.WAV,1044,-49.03,NA,whine,bobof_whine,0.8687
115,Waveform 1,1,37947,37950,D:\Shelburne\May\Sensor 12\20250517\20250517_150000.WAV,1047,NA,160.785,whine,bobof_whine,0.7761
115,Spectrogram 1,1,37947,37950,D:\Shelburne\May\Sensor 12\20250517\20250517_150000.WAV,1047,-46.17,NA,whine,bobof_whine,0.7761
116,Waveform 1,1,38220,38223,D:\Shelburne\May\Sensor 12\20250517\20250517_150000.WAV,1320,NA,90.042,whine,bobof_whine,0.8774
116,Spectrogram 1,1,38220,38223,D:\Shelburne\May\Sensor 12\20250517\20250517_150000.WAV,1320,-51.21,NA,whine,bobof_whine,0.8774
117,Waveform 1,1,41655,41658,D:\Shelburne\May\Sensor 12\20250517\20250517_160000.WAV,2055,NA,553.054,whine,bobof_whine,0.8667
117,Spectrogram 1,1,41655,41658,D:\Shelburne\May\Sensor 12\20250517\20250517_160000.WAV,2055,-35.46,NA,whine,bobof_whine,0.8667
118,Waveform 1,1,41715,41718,D:\Shelburne\May\Sensor 12\20250517\20250517_160000.WAV,2115,NA,1051.91,whine,bobof_whine,0.929
118,Spectrogram 1,1,41715,41718,D:\Shelburne\May\Sensor 12\20250517\20250517_160000.WAV,2115,-29.76,NA,whine,bobof_whine,0.929
119,Waveform 1,1,41721,41724,D:\Shelburne\May\Sensor 12\20250517\20250517_160000.WAV,2121,NA,755.806,whine,bobof_whine,0.9722
119,Spectrogram 1,1,41721,41724,D:\Shelburne\May\Sensor 12\20250517\20250517_160000.WAV,2121,-32.74,NA,whine,bobof_whine,0.9722
120,Waveform 1,1,41724,41727,D:\Shelburne\May\Sensor 12\20250517\20250517_160000.WAV,2124,NA,420.054,whine,bobof_whine,0.9853
120,Spectrogram 1,1,41724,41727,D:\Shelburne\May\Sensor 12\20250517\20250517_160000.WAV,2124,-37.84,NA,whine,bobof_whine,0.9853
121,Waveform 1,1,41733,41736,D:\Shelburne\May\Sensor 12\20250517\20250517_160000.WAV,2133,NA,119.602,whine,bobof_whine,0.9236
121,Spectrogram 1,1,41733,41736,D:\Shelburne\May\Sensor 12\20250517\20250517_160000.WAV,2133,-48.84,NA,whine,bobof_whine,0.9236
122,Waveform 1,1,41967,41970,D:\Shelburne\May\Sensor 12\20250517\20250517_160000.WAV,2367,NA,373.168,whine,bobof_whine,0.8338
122,Spectrogram 1,1,41967,41970,D:\Shelburne\May\Sensor 12\20250517\20250517_160000.WAV,2367,-38.88,NA,whine,bobof_whine,0.8338
123,Waveform 1,1,42438,42441,D:\Shelburne\May\Sensor 12\20250517\20250517_190000.WAV,138,NA,129.238,whine,bobof_whine,0.8732
123,Spectrogram 1,1,42438,42441,D:\Shelburne\May\Sensor 12\20250517\20250517_190000.WAV,138,-48.11,NA,whine,bobof_whine,0.8732
124,Waveform 1,1,45537,45540,D:\Shelburne\May\Sensor 12\20250517\20250517_210000.WAV,537,NA,91.772,whine,bobof_whine,0.8698
124,Spectrogram 1,1,45537,45540,D:\Shelburne\May\Sensor 12\20250517\20250517_210000.WAV,537,-51.05,NA,whine,bobof_whine,0.8698
125,Waveform 1,1,45756,45759,D:\Shelburne\May\Sensor 12\20250517\20250517_210000.WAV,756,NA,181.383,whine,bobof_whine,0.988
125,Spectrogram 1,1,45756,45759,D:\Shelburne\May\Sensor 12\20250517\20250517_210000.WAV,756,-45.13,NA,whine,bobof_whine,0.988
126,Waveform 1,1,45759,45762,D:\Shelburne\May\Sensor 12\20250517\20250517_210000.WAV,759,NA,125.42,whine,bobof_whine,0.9529
126,Spectrogram 1,1,45759,45762,D:\Shelburne\May\Sensor 12\20250517\20250517_210000.WAV,759,-48.35,NA,whine,bobof_whine,0.9529
127,Waveform 1,1,46296,46299,D:\Shelburne\May\Sensor 12\20250517\20250517_210000.WAV,1296,NA,281.905,whine,bobof_whine,0.9839
127,Spectrogram 1,1,46296,46299,D:\Shelburne\May\Sensor 12\20250517\20250517_210000.WAV,1296,-41.31,NA,whine,bobof_whine,0.9839
128,Waveform 1,1,46743,46746,D:\Shelburne\May\Sensor 12\20250517\20250517_210000.WAV,1743,NA,102.675,whine,bobof_whine,0.7625
128,Spectrogram 1,1,46743,46746,D:\Shelburne\May\Sensor 12\20250517\20250517_210000.WAV,1743,-50.14,NA,whine,bobof_whine,0.7625
129,Waveform 1,1,46749,46752,D:\Shelburne\May\Sensor 12\20250517\20250517_210000.WAV,1749,NA,159.851,whine,bobof_whine,0.8476
129,Spectrogram 1,1,46749,46752,D:\Shelburne\May\Sensor 12\20250517\20250517_210000.WAV,1749,-46.23,NA,whine,bobof_whine,0.8476
130,Waveform 1,1,46758,46761,D:\Shelburne\May\Sensor 12\20250517\20250517_210000.WAV,1758,NA,72.372,whine,bobof_whine,0.919
130,Spectrogram 1,1,46758,46761,D:\Shelburne\May\Sensor 12\20250517\20250517_210000.WAV,1758,-53.13,NA,whine,bobof_whine,0.919
131,Waveform 1,1,46779,46782,D:\Shelburne\May\Sensor 12\20250517\20250517_210000.WAV,1779,NA,119.785,whine,bobof_whine,0.9558
131,Spectrogram 1,1,46779,46782,D:\Shelburne\May\Sensor 12\20250517\20250517_210000.WAV,1779,-48.74,NA,whine,bobof_whine,0.9558
132,Waveform 1,1,47259,47262,D:\Shelburne\May\Sensor 12\20250517\20250517_210000.WAV,2259,NA,145.723,whine,bobof_whine,0.8123
132,Spectrogram 1,1,47259,47262,D:\Shelburne\May\Sensor 12\20250517\20250517_210000.WAV,2259,-47.05,NA,whine,bobof_whine,0.8123
133,Waveform 1,1,47712,47715,D:\Shelburne\May\Sensor 12\20250517\20250517_220000.WAV,12,NA,116.817,whine,bobof_whine,0.8372
133,Spectrogram 1,1,47712,47715,D:\Shelburne\May\Sensor 12\20250517\20250517_220000.WAV,12,-48.96,NA,whine,bobof_whine,0.8372
134,Waveform 1,1,47754,47757,D:\Shelburne\May\Sensor 12\20250517\20250517_220000.WAV,54,NA,398.122,whine,bobof_whine,0.8661
134,Spectrogram 1,1,47754,47757,D:\Shelburne\May\Sensor 12\20250517\20250517_220000.WAV,54,-37.98,NA,whine,bobof_whine,0.8661
135,Waveform 1,1,47757,47760,D:\Shelburne\May\Sensor 12\20250517\20250517_220000.WAV,57,NA,229.202,whine,bobof_whine,0.9683
135,Spectrogram 1,1,47757,47760,D:\Shelburne\May\Sensor 12\20250517\20250517_220000.WAV,57,-43.11,NA,whine,bobof_whine,0.9683
136,Waveform 1,1,47760,47763,D:\Shelburne\May\Sensor 12\20250517\20250517_220000.WAV,60,NA,154.384,whine,bobof_whine,0.8531
136,Spectrogram 1,1,47760,47763,D:\Shelburne\May\Sensor 12\20250517\20250517_220000.WAV,60,-46.54,NA,whine,bobof_whine,0.8531
137,Waveform 1,1,48759,48762,D:\Shelburne\May\Sensor 12\20250517\20250517_220000.WAV,1059,NA,103.088,whine,bobof_whine,0.8888
137,Spectrogram 1,1,48759,48762,D:\Shelburne\May\Sensor 12\20250517\20250517_220000.WAV,1059,-50.03,NA,whine,bobof_whine,0.8888
138,Waveform 1,1,49047,49050,D:\Shelburne\May\Sensor 12\20250517\20250517_220000.WAV,1347,NA,183.598,whine,bobof_whine,0.9712
138,Spectrogram 1,1,49047,49050,D:\Shelburne\May\Sensor 12\20250517\20250517_220000.WAV,1347,-45.03,NA,whine,bobof_whine,0.9712
139,Waveform 1,1,49050,49053,D:\Shelburne\May\Sensor 12\20250517\20250517_220000.WAV,1350,NA,145.824,whine,bobof_whine,0.9278
139,Spectrogram 1,1,49050,49053,D:\Shelburne\May\Sensor 12\20250517\20250517_220000.WAV,1350,-47.03,NA,whine,bobof_whine,0.9278
140,Waveform 1,1,50472,50475,D:\Shelburne\May\Sensor 12\20250517\20250517_230000.WAV,72,NA,192.231,whine,bobof_whine,0.833
140,Spectrogram 1,1,50472,50475,D:\Shelburne\May\Sensor 12\20250517\20250517_230000.WAV,72,-44.65,NA,whine,bobof_whine,0.833
141,Waveform 1,1,50487,50490,D:\Shelburne\May\Sensor 12\20250517\20250517_230000.WAV,87,NA,286.359,whine,bobof_whine,0.9446
141,Spectrogram 1,1,50487,50490,D:\Shelburne\May\Sensor 12\20250517\20250517_230000.WAV,87,-41.17,NA,whine,bobof_whine,0.9446
142,Waveform 1,1,50490,50493,D:\Shelburne\May\Sensor 12\20250517\20250517_230000.WAV,90,NA,189.974,whine,bobof_whine,0.9855
142,Spectrogram 1,1,50490,50493,D:\Shelburne\May\Sensor 12\20250517\20250517_230000.WAV,90,-44.72,NA,whine,bobof_whine,0.9855
143,Waveform 1,1,50493,50496,D:\Shelburne\May\Sensor 12\20250517\20250517_230000.WAV,93,NA,240.118,whine,bobof_whine,0.9621
143,Spectrogram 1,1,50493,50496,D:\Shelburne\May\Sensor 12\20250517\20250517_230000.WAV,93,-42.69,NA,whine,bobof_whine,0.9621
144,Waveform 1,1,50496,50499,D:\Shelburne\May\Sensor 12\20250517\20250517_230000.WAV,96,NA,439.6,whine,bobof_whine,0.9076
144,Spectrogram 1,1,50496,50499,D:\Shelburne\May\Sensor 12\20250517\20250517_230000.WAV,96,-37.45,NA,whine,bobof_whine,0.9076
145,Waveform 1,1,51054,51057,D:\Shelburne\May\Sensor 12\20250517\20250517_230000.WAV,654,NA,596.278,whine,bobof_whine,0.787
145,Spectrogram 1,1,51054,51057,D:\Shelburne\May\Sensor 12\20250517\20250517_230000.WAV,654,-34.8,NA,whine,bobof_whine,0.787
146,Waveform 1,1,51480,51483,D:\Shelburne\May\Sensor 12\20250517\20250517_230000.WAV,1080,NA,187.889,whine,bobof_whine,0.8136
146,Spectrogram 1,1,51480,51483,D:\Shelburne\May\Sensor 12\20250517\20250517_230000.WAV,1080,-44.81,NA,whine,bobof_whine,0.8136
147,Waveform 1,1,51630,51633,D:\Shelburne\May\Sensor 12\20250517\20250517_230000.WAV,1230,NA,145.034,whine,bobof_whine,0.7899
147,Spectrogram 1,1,51630,51633,D:\Shelburne\May\Sensor 12\20250517\20250517_230000.WAV,1230,-47.05,NA,whine,bobof_whine,0.7899
148,Waveform 1,1,51654,51657,D:\Shelburne\May\Sensor 12\20250517\20250517_230000.WAV,1254,NA,153.369,whine,bobof_whine,0.8154
148,Spectrogram 1,1,51654,51657,D:\Shelburne\May\Sensor 12\20250517\20250517_230000.WAV,1254,-46.57,NA,whine,bobof_whine,0.8154
149,Waveform 1,1,51657,51660,D:\Shelburne\May\Sensor 12\20250517\20250517_230000.WAV,1257,NA,171.432,whine,bobof_whine,0.9748
149,Spectrogram 1,1,51657,51660,D:\Shelburne\May\Sensor 12\20250517\20250517_230000.WAV,1257,-45.61,NA,whine,bobof_whine,0.9748
150,Waveform 1,1,51660,51663,D:\Shelburne\May\Sensor 12\20250517\20250517_230000.WAV,1260,NA,105.06,whine,bobof_whine,0.8727
150,Spectrogram 1,1,51660,51663,D:\Shelburne\May\Sensor 12\20250517\20250517_230000.WAV,1260,-49.88,NA,whine,bobof_whine,0.8727
151,Waveform 1,1,51663,51666,D:\Shelburne\May\Sensor 12\20250517\20250517_230000.WAV,1263,NA,84.953,whine,bobof_whine,0.9602
151,Spectrogram 1,1,51663,51666,D:\Shelburne\May\Sensor 12\20250517\20250517_230000.WAV,1263,-51.71,NA,whine,bobof_whine,0.9602
152,Waveform 1,1,52098,52101,D:\Shelburne\May\Sensor 12\20250517\20250517_230000.WAV,1698,NA,134.454,whine,bobof_whine,0.8865
152,Spectrogram 1,1,52098,52101,D:\Shelburne\May\Sensor 12\20250517\20250517_230000.WAV,1698,-47.73,NA,whine,bobof_whine,0.8865
153,Waveform 1,1,53670,53673,D:\Shelburne\May\Sensor 12\20250518\20250518_090000.WAV,1470,NA,144.293,whine,bobof_whine,0.8841
153,Spectrogram 1,1,53670,53673,D:\Shelburne\May\Sensor 12\20250518\20250518_090000.WAV,1470,-47.15,NA,whine,bobof_whine,0.8841
154,Waveform 1,1,53889,53892,D:\Shelburne\May\Sensor 12\20250518\20250518_090000.WAV,1689,NA,141.839,whine,bobof_whine,0.9539
154,Spectrogram 1,1,53889,53892,D:\Shelburne\May\Sensor 12\20250518\20250518_090000.WAV,1689,-47.27,NA,whine,bobof_whine,0.9539
155,Waveform 1,1,53958,53961,D:\Shelburne\May\Sensor 12\20250518\20250518_090000.WAV,1758,NA,197.689,whine,bobof_whine,0.876
155,Spectrogram 1,1,53958,53961,D:\Shelburne\May\Sensor 12\20250518\20250518_090000.WAV,1758,-44.37,NA,whine,bobof_whine,0.876
156,Waveform 1,1,54063,54066,D:\Shelburne\May\Sensor 12\20250518\20250518_090000.WAV,1863,NA,157.825,whine,bobof_whine,0.8984
156,Spectrogram 1,1,54063,54066,D:\Shelburne\May\Sensor 12\20250518\20250518_090000.WAV,1863,-46.33,NA,whine,bobof_whine,0.8984
157,Waveform 1,1,54261,54264,D:\Shelburne\May\Sensor 12\20250518\20250518_090000.WAV,2061,NA,125.991,whine,bobof_whine,0.8661
157,Spectrogram 1,1,54261,54264,D:\Shelburne\May\Sensor 12\20250518\20250518_090000.WAV,2061,-48.3,NA,whine,bobof_whine,0.8661
158,Waveform 1,1,56859,56862,D:\Shelburne\May\Sensor 12\20250518\20250518_100000.WAV,1959,NA,451.376,whine,bobof_whine,0.994
158,Spectrogram 1,1,56859,56862,D:\Shelburne\May\Sensor 12\20250518\20250518_100000.WAV,1959,-37.21,NA,whine,bobof_whine,0.994
159,Waveform 1,1,56955,56958,D:\Shelburne\May\Sensor 12\20250518\20250518_100000.WAV,2055,NA,163.978,whine,bobof_whine,0.982
159,Spectrogram 1,1,56955,56958,D:\Shelburne\May\Sensor 12\20250518\20250518_100000.WAV,2055,-46.02,NA,whine,bobof_whine,0.982
160,Waveform 1,1,56985,56988,D:\Shelburne\May\Sensor 12\20250518\20250518_100000.WAV,2085,NA,597.219,whine,bobof_whine,0.968
160,Spectrogram 1,1,56985,56988,D:\Shelburne\May\Sensor 12\20250518\20250518_100000.WAV,2085,-34.78,NA,whine,bobof_whine,0.968
161,Waveform 1,1,56988,56991,D:\Shelburne\May\Sensor 12\20250518\20250518_100000.WAV,2088,NA,153.038,whine,bobof_whine,0.7821
161,Spectrogram 1,1,56988,56991,D:\Shelburne\May\Sensor 12\20250518\20250518_100000.WAV,2088,-46.62,NA,whine,bobof_whine,0.7821
162,Waveform 1,1,56991,56994,D:\Shelburne\May\Sensor 12\20250518\20250518_100000.WAV,2091,NA,124.735,whine,bobof_whine,0.8277
162,Spectrogram 1,1,56991,56994,D:\Shelburne\May\Sensor 12\20250518\20250518_100000.WAV,2091,-48.33,NA,whine,bobof_whine,0.8277
163,Waveform 1,1,56994,56997,D:\Shelburne\May\Sensor 12\20250518\20250518_100000.WAV,2094,NA,141.909,whine,bobof_whine,0.9757
163,Spectrogram 1,1,56994,56997,D:\Shelburne\May\Sensor 12\20250518\20250518_100000.WAV,2094,-47.37,NA,whine,bobof_whine,0.9757
164,Waveform 1,1,57084,57087,D:\Shelburne\May\Sensor 12\20250518\20250518_100000.WAV,2184,NA,88.308,whine,bobof_whine,0.9313
164,Spectrogram 1,1,57084,57087,D:\Shelburne\May\Sensor 12\20250518\20250518_100000.WAV,2184,-51.33,NA,whine,bobof_whine,0.9313
165,Waveform 1,1,57126,57129,D:\Shelburne\May\Sensor 12\20250518\20250518_100000.WAV,2226,NA,104.377,whine,bobof_whine,0.9184
165,Spectrogram 1,1,57126,57129,D:\Shelburne\May\Sensor 12\20250518\20250518_100000.WAV,2226,-49.87,NA,whine,bobof_whine,0.9184
166,Waveform 1,1,57144,57147,D:\Shelburne\May\Sensor 12\20250518\20250518_100000.WAV,2244,NA,271.623,whine,bobof_whine,0.9053
166,Spectrogram 1,1,57144,57147,D:\Shelburne\May\Sensor 12\20250518\20250518_100000.WAV,2244,-41.38,NA,whine,bobof_whine,0.9053
167,Waveform 1,1,57159,57162,D:\Shelburne\May\Sensor 12\20250518\20250518_100000.WAV,2259,NA,228.438,whine,bobof_whine,0.951
167,Spectrogram 1,1,57159,57162,D:\Shelburne\May\Sensor 12\20250518\20250518_100000.WAV,2259,-43.04,NA,whine,bobof_whine,0.951
168,Waveform 1,1,57162,57165,D:\Shelburne\May\Sensor 12\20250518\20250518_100000.WAV,2262,NA,205.054,whine,bobof_whine,0.909
168,Spectrogram 1,1,57162,57165,D:\Shelburne\May\Sensor 12\20250518\20250518_100000.WAV,2262,-44.05,NA,whine,bobof_whine,0.909
169,Waveform 1,1,57168,57171,D:\Shelburne\May\Sensor 12\20250518\20250518_100000.WAV,2268,NA,295.531,whine,bobof_whine,0.9473
169,Spectrogram 1,1,57168,57171,D:\Shelburne\May\Sensor 12\20250518\20250518_100000.WAV,2268,-40.93,NA,whine,bobof_whine,0.9473
170,Waveform 1,1,57174,57177,D:\Shelburne\May\Sensor 12\20250518\20250518_100000.WAV,2274,NA,275.896,whine,bobof_whine,0.9064
170,Spectrogram 1,1,57174,57177,D:\Shelburne\May\Sensor 12\20250518\20250518_100000.WAV,2274,-41.45,NA,whine,bobof_whine,0.9064
171,Waveform 1,1,57237,57240,D:\Shelburne\May\Sensor 12\20250518\20250518_100000.WAV,2337,NA,194.313,whine,bobof_whine,0.9861
171,Spectrogram 1,1,57237,57240,D:\Shelburne\May\Sensor 12\20250518\20250518_100000.WAV,2337,-44.53,NA,whine,bobof_whine,0.9861
172,Waveform 1,1,58869,58872,D:\Shelburne\May\Sensor 12\20250518\20250518_110000.WAV,1269,NA,116.051,whine,bobof_whine,0.7641
172,Spectrogram 1,1,58869,58872,D:\Shelburne\May\Sensor 12\20250518\20250518_110000.WAV,1269,-48.98,NA,whine,bobof_whine,0.7641
173,Waveform 1,1,58872,58875,D:\Shelburne\May\Sensor 12\20250518\20250518_110000.WAV,1272,NA,140.687,whine,bobof_whine,0.8776
173,Spectrogram 1,1,58872,58875,D:\Shelburne\May\Sensor 12\20250518\20250518_110000.WAV,1272,-47.36,NA,whine,bobof_whine,0.8776
174,Waveform 1,1,59505,59508,D:\Shelburne\May\Sensor 12\20250518\20250518_110000.WAV,1905,NA,151.727,whine,bobof_whine,0.8907
174,Spectrogram 1,1,59505,59508,D:\Shelburne\May\Sensor 12\20250518\20250518_110000.WAV,1905,-46.67,NA,whine,bobof_whine,0.8907
175,Waveform 1,1,59994,59997,D:\Shelburne\May\Sensor 12\20250518\20250518_110000.WAV,2394,NA,189.543,whine,bobof_whine,0.8142
175,Spectrogram 1,1,59994,59997,D:\Shelburne\May\Sensor 12\20250518\20250518_110000.WAV,2394,-44.6,NA,whine,bobof_whine,0.8142
176,Waveform 1,1,60426,60429,D:\Shelburne\May\Sensor 12\20250518\20250518_120000.WAV,126,NA,130.92,whine,bobof_whine,0.7539
176,Spectrogram 1,1,60426,60429,D:\Shelburne\May\Sensor 12\20250518\20250518_120000.WAV,126,-47.96,NA,whine,bobof_whine,0.7539
177,Waveform 1,1,60432,60435,D:\Shelburne\May\Sensor 12\20250518\20250518_120000.WAV,132,NA,250.968,whine,bobof_whine,0.784
177,Spectrogram 1,1,60432,60435,D:\Shelburne\May\Sensor 12\20250518\20250518_120000.WAV,132,-42.29,NA,whine,bobof_whine,0.784
178,Waveform 1,1,60435,60438,D:\Shelburne\May\Sensor 12\20250518\20250518_120000.WAV,135,NA,276.708,whine,bobof_whine,0.8925
178,Spectrogram 1,1,60435,60438,D:\Shelburne\May\Sensor 12\20250518\20250518_120000.WAV,135,-41.64,NA,whine,bobof_whine,0.8925
179,Waveform 1,1,60564,60567,D:\Shelburne\May\Sensor 12\20250518\20250518_120000.WAV,264,NA,161.33,whine,bobof_whine,0.7625
179,Spectrogram 1,1,60564,60567,D:\Shelburne\May\Sensor 12\20250518\20250518_120000.WAV,264,-46.19,NA,whine,bobof_whine,0.7625
