selection,view,channel,begin_time_s,end_time_s,begin_path,file_offset_s,inband_power_d_b_fs,f_rms_amp_u,common_name,species_code,confidence
227,Spectrogram 1,1,73752,73755,D:\Shelburne\May\Sensor 12\20250518\20250518_160000.WAV,2652,-47.6,NA,whine,bobof_whine,0.8779
228,Waveform 1,1,74490,74493,D:\Shelburne\May\Sensor 12\20250518\20250518_190000.WAV,690,NA,71.761,whine,bobof_whine,0.8055
228,Spectrogram 1,1,74490,74493,D:\Shelburne\May\Sensor 12\20250518\20250518_190000.WAV,690,-53.18,NA,whine,bobof_whine,0.8055
229,Waveform 1,1,78459,78462,D:\Shelburne\May\Sensor 12\20250518\20250518_200000.WAV,1959,NA,195.534,whine,bobof_whine,0.8303
229,Spectrogram 1,1,78459,78462,D:\Shelburne\May\Sensor 12\20250518\20250518_200000.WAV,1959,-44.52,NA,whine,bobof_whine,0.8303
230,Waveform 1,1,79968,79971,D:\Shelburne\May\Sensor 12\20250519\20250519_100000.WAV,768,NA,431.613,whine,bobof_whine,0.8203
230,Spectrogram 1,1,79968,79971,D:\Shelburne\May\Sensor 12\20250519\20250519_100000.WAV,768,-37.6,NA,whine,bobof_whine,0.8203
231,Waveform 1,1,80502,80505,D:\Shelburne\May\Sensor 12\20250519\20250519_100000.WAV,1302,NA,179.713,whine,bobof_whine,0.8919
231,Spectrogram 1,1,80502,80505,D:\Shelburne\May\Sensor 12\20250519\20250519_100000.WAV,1302,-45.21,NA,whine,bobof_whine,0.8919
232,Waveform 1,1,82650,82653,D:\Shelburne\May\Sensor 12\20250519\20250519_110000.WAV,750,NA,326.009,whine,bobof_whine,0.8097
232,Spectrogram 1,1,82650,82653,D:\Shelburne\May\Sensor 12\20250519\20250519_110000.WAV,750,-40.04,NA,whine,bobof_whine,0.8097
233,Waveform 1,1,82665,82668,D:\Shelburne\May\Sensor 12\20250519\20250519_110000.WAV,765,NA,402.957,whine,bobof_whine,0.7752
233,Spectrogram 1,1,82665,82668,D:\Shelburne\May\Sensor 12\20250519\20250519_110000.WAV,765,-38.21,NA,whine,bobof_whine,0.7752
234,Waveform 1,1,82668,82671,D:\Shelburne\May\Sensor 12\20250519\20250519_110000.WAV,768,NA,428.237,whine,bobof_whine,0.9809
234,Spectrogram 1,1,82668,82671,D:\Shelburne\May\Sensor 12\20250519\20250519_110000.WAV,768,-37.68,NA,whine,bobof_whine,0.9809
235,Waveform 1,1,82815,82818,D:\Shelburne\May\Sensor 12\20250519\20250519_110000.WAV,915,NA,251.085,whine,bobof_whine,0.9396
235,Spectrogram 1,1,82815,82818,D:\Shelburne\May\Sensor 12\20250519\20250519_110000.WAV,915,-42.32,NA,whine,bobof_whine,0.9396
236,Waveform 1,1,82959,82962,D:\Shelburne\May\Sensor 12\20250519\20250519_110000.WAV,1059,NA,558.132,whine,bobof_whine,0.9022
236,Spectrogram 1,1,82959,82962,D:\Shelburne\May\Sensor 12\20250519\20250519_110000.WAV,1059,-35.37,NA,whine,bobof_whine,0.9022
237,Waveform 1,1,82962,82965,D:\Shelburne\May\Sensor 12\20250519\20250519_110000.WAV,1062,NA,227.928,whine,bobof_whine,0.9581
237,Spectrogram 1,1,82962,82965,D:\Shelburne\May\Sensor 12\20250519\20250519_110000.WAV,1062,-43.15,NA,whine,bobof_whine,0.9581
238,Waveform 1,1,84213,84216,D:\Shelburne\May\Sensor 12\20250519\20250519_110000.WAV,2313,NA,885.786,whine,bobof_whine,0.8865
238,Spectrogram 1,1,84213,84216,D:\Shelburne\May\Sensor 12\20250519\20250519_110000.WAV,2313,-31.35,NA,whine,bobof_whine,0.8865
239,Waveform 1,1,84216,84219,D:\Shelburne\May\Sensor 12\20250519\20250519_110000.WAV,2316,NA,1124.072,whine,bobof_whine,0.9923
239,Spectrogram 1,1,84216,84219,D:\Shelburne\May\Sensor 12\20250519\20250519_110000.WAV,2316,-29.29,NA,whine,bobof_whine,0.9923
240,Waveform 1,1,84219,84222,D:\Shelburne\May\Sensor 12\20250519\20250519_110000.WAV,2319,NA,703.817,whine,bobof_whine,0.9916
240,Spectrogram 1,1,84219,84222,D:\Shelburne\May\Sensor 12\20250519\20250519_110000.WAV,2319,-33.38,NA,whine,bobof_whine,0.9916
241,Waveform 1,1,84228,84231,D:\Shelburne\May\Sensor 12\20250519\20250519_110000.WAV,2328,NA,1453.044,whine,bobof_whine,0.9568
241,Spectrogram 1,1,84228,84231,D:\Shelburne\May\Sensor 12\20250519\20250519_110000.WAV,2328,-27.05,NA,whine,bobof_whine,0.9568
242,Waveform 1,1,84291,84294,D:\Shelburne\May\Sensor 12\20250519\20250519_110000.WAV,2391,NA,169.269,whine,bobof_whine,0.8574
242,Spectrogram 1,1,84291,84294,D:\Shelburne\May\Sensor 12\20250519\20250519_110000.WAV,2391,-45.74,NA,whine,bobof_whine,0.8574
243,Waveform 1,1,84294,84297,D:\Shelburne\May\Sensor 12\20250519\20250519_110000.WAV,2394,NA,151.932,whine,bobof_whine,0.893
243,Spectrogram 1,1,84294,84297,D:\Shelburne\May\Sensor 12\20250519\20250519_110000.WAV,2394,-46.69,NA,whine,bobof_whine,0.893
244,Waveform 1,1,85497,85500,D:\Shelburne\May\Sensor 12\20250519\20250519_120000.WAV,897,NA,299.19,whine,bobof_whine,0.9586
244,Spectrogram 1,1,85497,85500,D:\Shelburne\May\Sensor 12\20250519\20250519_120000.WAV,897,-40.79,NA,whine,bobof_whine,0.9586
245,Waveform 1,1,85500,85503,D:\Shelburne\May\Sensor 12\20250519\20250519_120000.WAV,900,NA,250.736,whine,bobof_whine,0.9687
245,Spectrogram 1,1,85500,85503,D:\Shelburne\May\Sensor 12\20250519\20250519_120000.WAV,900,-42.33,NA,whine,bobof_whine,0.9687
246,Waveform 1,1,89115,89118,D:\Shelburne\May\Sensor 12\20250519\20250519_160000.WAV,1815,NA,4618.433,whine,bobof_whine,0.7708
246,Spectrogram 1,1,89115,89118,D:\Shelburne\May\Sensor 12\20250519\20250519_160000.WAV,1815,-17.02,NA,whine,bobof_whine,0.7708
247,Waveform 1,1,90621,90624,D:\Shelburne\May\Sensor 12\20250519\20250519_190000.WAV,621,NA,391.134,whine,bobof_whine,0.9078
247,Spectrogram 1,1,90621,90624,D:\Shelburne\May\Sensor 12\20250519\20250519_190000.WAV,621,-38.45,NA,whine,bobof_whine,0.9078
248,Waveform 1,1,93237,93240,D:\Shelburne\May\Sensor 12\20250520\20250520_100000.WAV,537,NA,230.223,whine,bobof_whine,0.8886
248,Spectrogram 1,1,93237,93240,D:\Shelburne\May\Sensor 12\20250520\20250520_100000.WAV,537,-43.11,NA,whine,bobof_whine,0.8886
249,Waveform 1,1,93252,93255,D:\Shelburne\May\Sensor 12\20250520\20250520_100000.WAV,552,NA,239.009,whine,bobof_whine,0.777
249,Spectrogram 1,1,93252,93255,D:\Shelburne\May\Sensor 12\20250520\20250520_100000.WAV,552,-42.71,NA,whine,bobof_whine,0.777
250,Waveform 1,1,93255,93258,D:\Shelburne\May\Sensor 12\20250520\20250520_100000.WAV,555,NA,180.076,whine,bobof_whine,0.7773
250,Spectrogram 1,1,93255,93258,D:\Shelburne\May\Sensor 12\20250520\20250520_100000.WAV,555,-45.2,NA,whine,bobof_whine,0.7773
251,Waveform 1,1,93678,93681,D:\Shelburne\May\Sensor 12\20250520\20250520_100000.WAV,978,NA,174.865,whine,bobof_whine,0.7702
251,Spectrogram 1,1,93678,93681,D:\Shelburne\May\Sensor 12\20250520\20250520_100000.WAV,978,-45.46,NA,whine,bobof_whine,0.7702
252,Waveform 1,1,93681,93684,D:\Shelburne\May\Sensor 12\20250520\20250520_100000.WAV,981,NA,237.382,whine,bobof_whine,0.8131
252,Spectrogram 1,1,93681,93684,D:\Shelburne\May\Sensor 12\20250520\20250520_100000.WAV,981,-42.81,NA,whine,bobof_whine,0.8131
253,Waveform 1,1,93684,93687,D:\Shelburne\May\Sensor 12\20250520\20250520_100000.WAV,984,NA,245.942,whine,bobof_whine,0.9144
253,Spectrogram 1,1,93684,93687,D:\Shelburne\May\Sensor 12\20250520\20250520_100000.WAV,984,-42.55,NA,whine,bobof_whine,0.9144
254,Waveform 1,1,93702,93705,D:\Shelburne\May\Sensor 12\20250520\20250520_100000.WAV,1002,NA,186.004,whine,bobof_whine,0.8409
254,Spectrogram 1,1,93702,93705,D:\Shelburne\May\Sensor 12\20250520\20250520_100000.WAV,1002,-44.99,NA,whine,bobof_whine,0.8409
255,Waveform 1,1,93966,93969,D:\Shelburne\May\Sensor 12\20250520\20250520_100000.WAV,1266,NA,335.935,whine,bobof_whine,0.8247
255,Spectrogram 1,1,93966,93969,D:\Shelburne\May\Sensor 12\20250520\20250520_100000.WAV,1266,-39.78,NA,whine,bobof_whine,0.8247
256,Waveform 1,1,95730,95733,D:\Shelburne\May\Sensor 12\20250520\20250520_110000.WAV,330,NA,246.755,whine,bobof_whine,0.9736
256,Spectrogram 1,1,95730,95733,D:\Shelburne\May\Sensor 12\20250520\20250520_110000.WAV,330,-42.46,NA,whine,bobof_whine,0.9736
257,Waveform 1,1,95751,95754,D:\Shelburne\May\Sensor 12\20250520\20250520_110000.WAV,351,NA,156.232,whine,bobof_whine,0.774
257,Spectrogram 1,1,95751,95754,D:\Shelburne\May\Sensor 12\20250520\20250520_110000.WAV,351,-46.46,NA,whine,bobof_whine,0.774
258,Waveform 1,1,96123,96126,D:\Shelburne\May\Sensor 12\20250520\20250520_110000.WAV,723,NA,240.942,whine,bobof_whine,0.9481
258,Spectrogram 1,1,96123,96126,D:\Shelburne\May\Sensor 12\20250520\20250520_110000.WAV,723,-42.74,NA,whine,bobof_whine,0.9481
259,Waveform 1,1,96126,96129,D:\Shelburne\May\Sensor 12\20250520\20250520_110000.WAV,726,NA,220.222,whine,bobof_whine,0.8746
259,Spectrogram 1,1,96126,96129,D:\Shelburne\May\Sensor 12\20250520\20250520_110000.WAV,726,-43.52,NA,whine,bobof_whine,0.8746
260,Waveform 1,1,100269,100272,D:\Shelburne\May\Sensor 12\20250520\20250520_120000.WAV,2169,NA,381.725,whine,bobof_whine,0.9347
260,Spectrogram 1,1,100269,100272,D:\Shelburne\May\Sensor 12\20250520\20250520_120000.WAV,2169,-38.69,NA,whine,bobof_whine,0.9347
261,Waveform 1,1,101133,101136,D:\Shelburne\May\Sensor 12\20250520\20250520_130000.WAV,333,NA,219.276,whine,bobof_whine,0.9295
261,Spectrogram 1,1,101133,101136,D:\Shelburne\May\Sensor 12\20250520\20250520_130000.WAV,333,-43.44,NA,whine,bobof_whine,0.9295
262,Waveform 1,1,101604,101607,D:\Shelburne\May\Sensor 12\20250520\20250520_130000.WAV,804,NA,197.619,whine,bobof_whine,0.8826
262,Spectrogram 1,1,101604,101607,D:\Shelburne\May\Sensor 12\20250520\20250520_130000.WAV,804,-44.35,NA,whine,bobof_whine,0.8826
263,Waveform 1,1,104562,104565,D:\Shelburne\May\Sensor 12\20250520\20250520_140000.WAV,1062,NA,251.315,whine,bobof_whine,0.9309
263,Spectrogram 1,1,104562,104565,D:\Shelburne\May\Sensor 12\20250520\20250520_140000.WAV,1062,-42.31,NA,whine,bobof_whine,0.9309
264,Waveform 1,1,105468,105471,D:\Shelburne\May\Sensor 12\20250520\20250520_140000.WAV,1968,NA,194.535,whine,bobof_whine,0.9024
264,Spectrogram 1,1,105468,105471,D:\Shelburne\May\Sensor 12\20250520\20250520_140000.WAV,1968,-44.63,NA,whine,bobof_whine,0.9024
265,Waveform 1,1,105546,105549,D:\Shelburne\May\Sensor 12\20250520\20250520_140000.WAV,2046,NA,394.843,whine,bobof_whine,0.7644
265,Spectrogram 1,1,105546,105549,D:\Shelburne\May\Sensor 12\20250520\20250520_140000.WAV,2046,-38.39,NA,whine,bobof_whine,0.7644
266,Waveform 1,1,105549,105552,D:\Shelburne\May\Sensor 12\20250520\20250520_140000.WAV,2049,NA,167.671,whine,bobof_whine,0.9594
266,Spectrogram 1,1,105549,105552,D:\Shelburne\May\Sensor 12\20250520\20250520_140000.WAV,2049,-46.24,NA,whine,bobof_whine,0.9594
267,Waveform 1,1,108888,108891,D:\Shelburne\May\Sensor 12\20250520\20250520_150000.WAV,2688,NA,313.169,whine,bobof_whine,0.9492
267,Spectrogram 1,1,108888,108891,D:\Shelburne\May\Sensor 12\20250520\20250520_150000.WAV,2688,-40.5,NA,whine,bobof_whine,0.9492
268,Waveform 1,1,108891,108894,D:\Shelburne\May\Sensor 12\20250520\20250520_150000.WAV,2691,NA,362.089,whine,bobof_whine,0.9048
268,Spectrogram 1,1,108891,108894,D:\Shelburne\May\Sensor 12\20250520\20250520_150000.WAV,2691,-39.12,NA,whine,bobof_whine,0.9048
269,Waveform 1,1,110334,110337,D:\Shelburne\May\Sensor 12\20250520\20250520_160000.WAV,1434,NA,174.692,whine,bobof_whine,0.8264
269,Spectrogram 1,1,110334,110337,D:\Shelburne\May\Sensor 12\20250520\20250520_160000.WAV,1434,-45.63,NA,whine,bobof_whine,0.8264
270,Waveform 1,1,113709,113712,D:\Shelburne\May\Sensor 12\20250520\20250520_200000.WAV,2109,NA,91.463,whine,bobof_whine,0.7846
270,Spectrogram 1,1,113709,113712,D:\Shelburne\May\Sensor 12\20250520\20250520_200000.WAV,2109,-51.08,NA,whine,bobof_whine,0.7846
271,Waveform 1,1,114300,114303,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,0,NA,210.699,whine,bobof_whine,0.9646
271,Spectrogram 1,1,114300,114303,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,0,-43.84,NA,whine,bobof_whine,0.9646
272,Waveform 1,1,114303,114306,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,3,NA,455.592,whine,bobof_whine,0.9639
272,Spectrogram 1,1,114303,114306,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,3,-37.13,NA,whine,bobof_whine,0.9639
273,Waveform 1,1,114315,114318,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,15,NA,242.266,whine,bobof_whine,0.8508
273,Spectrogram 1,1,114315,114318,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,15,-42.62,NA,whine,bobof_whine,0.8508
274,Waveform 1,1,114324,114327,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,24,NA,476.932,whine,bobof_whine,0.8972
274,Spectrogram 1,1,114324,114327,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,24,-36.74,NA,whine,bobof_whine,0.8972
275,Waveform 1,1,114327,114330,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,27,NA,317.695,whine,bobof_whine,0.8298
275,Spectrogram 1,1,114327,114330,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,27,-40.27,NA,whine,bobof_whine,0.8298
276,Waveform 1,1,114459,114462,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,159,NA,98.873,whine,bobof_whine,0.9328
276,Spectrogram 1,1,114459,114462,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,159,-50.41,NA,whine,bobof_whine,0.9328
277,Waveform 1,1,114621,114624,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,321,NA,95.609,whine,bobof_whine,0.8115
277,Spectrogram 1,1,114621,114624,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,321,-50.69,NA,whine,bobof_whine,0.8115
278,Waveform 1,1,114693,114696,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,393,NA,141.477,whine,bobof_whine,0.9106
278,Spectrogram 1,1,114693,114696,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,393,-47.29,NA,whine,bobof_whine,0.9106
279,Waveform 1,1,114696,114699,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,396,NA,190.534,whine,bobof_whine,0.9579
279,Spectrogram 1,1,114696,114699,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,396,-44.72,NA,whine,bobof_whine,0.9579
280,Waveform 1,1,114714,114717,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,414,NA,161.979,whine,bobof_whine,0.7503
280,Spectrogram 1,1,114714,114717,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,414,-46.1,NA,whine,bobof_whine,0.7503
281,Waveform 1,1,114717,114720,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,417,NA,150.1,whine,bobof_whine,0.8033
281,Spectrogram 1,1,114717,114720,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,417,-46.78,NA,whine,bobof_whine,0.8033
282,Waveform 1,1,114723,114726,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,423,NA,135.526,whine,bobof_whine,0.8968
282,Spectrogram 1,1,114723,114726,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,423,-47.66,NA,whine,bobof_whine,0.8968
283,Waveform 1,1,115659,115662,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,1359,NA,192.442,whine,bobof_whine,0.8407
283,Spectrogram 1,1,115659,115662,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,1359,-44.63,NA,whine,bobof_whine,0.8407
284,Waveform 1,1,115953,115956,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,1653,NA,117.572,whine,bobof_whine,0.984
284,Spectrogram 1,1,115953,115956,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,1653,-48.89,NA,whine,bobof_whine,0.984
285,Waveform 1,1,115956,115959,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,1656,NA,270.269,whine,bobof_whine,0.9878
285,Spectrogram 1,1,115956,115959,D:\Shelburne\May\Sensor 12\20250521\20250521_100000.WAV,1656,-41.66,NA,whine,bobof_whine,0.9878
286,Waveform 1,1,119061,119064,D:\Shelburne\May\Sensor 12\20250521\20250521_110000.WAV,2061,NA,194.859,whine,bobof_whine,0.8432
286,Spectrogram 1,1,119061,119064,D:\Shelburne\May\Sensor 12\20250521\20250521_110000.WAV,2061,-44.52,NA,whine,bobof_whine,0.8432
287,Waveform 1,1,119484,119487,D:\Shelburne\May\Sensor 12\20250521\20250521_110000.WAV,2484,NA,279.815,whine,bobof_whine,0.8531
287,Spectrogram 1,1,119484,119487,D:\Shelburne\May\Sensor 12\20250521\20250521_110000.WAV,2484,-41.36,NA,whine,bobof_whine,0.8531
288,Waveform 1,1,120768,120771,D:\Shelburne\May\Sensor 12\20250521\20250521_130000.WAV,1068,NA,102.343,whine,bobof_whine,0.7523
288,Spectrogram 1,1,120768,120771,D:\Shelburne\May\Sensor 12\20250521\20250521_130000.WAV,1068,-50.1,NA,whine,bobof_whine,0.7523
289,Waveform 1,1,124854,124857,D:\Shelburne\May\Sensor 12\20250522\20250522_100000.WAV,2454,NA,259.795,whine,bobof_whine,0.9649
289,Spectrogram 1,1,124854,124857,D:\Shelburne\May\Sensor 12\20250522\20250522_100000.WAV,2454,-42.01,NA,whine,bobof_whine,0.9649
290,Waveform 1,1,124887,124890,D:\Shelburne\May\Sensor 12\20250522\20250522_100000.WAV,2487,NA,118.761,whine,bobof_whine,0.8105
290,Spectrogram 1,1,124887,124890,D:\Shelburne\May\Sensor 12\20250522\20250522_100000.WAV,2487,-48.81,NA,whine,bobof_whine,0.8105
291,Waveform 1,1,127350,127353,D:\Shelburne\May\Sensor 12\20250522\20250522_120000.WAV,2250,NA,1878.66,whine,bobof_whine,0.751
291,Spectrogram 1,1,127350,127353,D:\Shelburne\May\Sensor 12\20250522\20250522_120000.WAV,2250,-24.73,NA,whine,bobof_whine,0.751
292,Waveform 1,1,128400,128403,D:\Shelburne\May\Sensor 12\20250522\20250522_210000.WAV,600,NA,134.421,whine,bobof_whine,0.8971
292,Spectrogram 1,1,128400,128403,D:\Shelburne\May\Sensor 12\20250522\20250522_210000.WAV,600,-47.66,NA,whine,bobof_whine,0.8971
293,Waveform 1,1,132000,132003,D:\Shelburne\May\Sensor 12\20250523\20250523_110000.WAV,1500,NA,248.185,whine,bobof_whine,0.9338
293,Spectrogram 1,1,132000,132003,D:\Shelburne\May\Sensor 12\20250523\20250523_110000.WAV,1500,-42.89,NA,whine,bobof_whine,0.9338
294,Waveform 1,1,132030,132033,D:\Shelburne\May\Sensor 12\20250523\20250523_110000.WAV,1530,NA,140.353,whine,bobof_whine,0.9128
294,Spectrogram 1,1,132030,132033,D:\Shelburne\May\Sensor 12\20250523\20250523_110000.WAV,1530,-47.34,NA,whine,bobof_whine,0.9128
295,Waveform 1,1,132033,132036,D:\Shelburne\May\Sensor 12\20250523\20250523_110000.WAV,1533,NA,172.818,whine,bobof_whine,0.9392
295,Spectrogram 1,1,132033,132036,D:\Shelburne\May\Sensor 12\20250523\20250523_110000.WAV,1533,-45.6,NA,whine,bobof_whine,0.9392
296,Waveform 1,1,132039,132042,D:\Shelburne\May\Sensor 12\20250523\20250523_110000.WAV,1539,NA,152.08,whine,bobof_whine,0.9492
296,Spectrogram 1,1,132039,132042,D:\Shelburne\May\Sensor 12\20250523\20250523_110000.WAV,1539,-46.61,NA,whine,bobof_whine,0.9492
297,Waveform 1,1,133791,133794,D:\Shelburne\May\Sensor 12\20250523\20250523_190000.WAV,591,NA,70.851,whine,bobof_whine,0.823
297,Spectrogram 1,1,133791,133794,D:\Shelburne\May\Sensor 12\20250523\20250523_190000.WAV,591,-53.27,NA,whine,bobof_whine,0.823
298,Waveform 1,1,134247,134250,D:\Shelburne\May\Sensor 12\20250523\20250523_190000.WAV,1047,NA,141.079,whine,bobof_whine,0.9405
298,Spectrogram 1,1,134247,134250,D:\Shelburne\May\Sensor 12\20250523\20250523_190000.WAV,1047,-47.47,NA,whine,bobof_whine,0.9405
299,Waveform 1,1,137316,137319,D:\Shelburne\May\Sensor 12\20250524\20250524_110000.WAV,1416,NA,121.645,whine,bobof_whine,0.9824
299,Spectrogram 1,1,137316,137319,D:\Shelburne\May\Sensor 12\20250524\20250524_110000.WAV,1416,-48.61,NA,whine,bobof_whine,0.9824
300,Waveform 1,1,137319,137322,D:\Shelburne\May\Sensor 12\20250524\20250524_110000.WAV,1419,NA,130.488,whine,bobof_whine,0.9476
300,Spectrogram 1,1,137319,137322,D:\Shelburne\May\Sensor 12\20250524\20250524_110000.WAV,1419,-48,NA,whine,bobof_whine,0.9476
301,Waveform 1,1,137322,137325,D:\Shelburne\May\Sensor 12\20250524\20250524_110000.WAV,1422,NA,83.599,whine,bobof_whine,0.79
301,Spectrogram 1,1,137322,137325,D:\Shelburne\May\Sensor 12\20250524\20250524_110000.WAV,1422,-51.84,NA,whine,bobof_whine,0.79
302,Waveform 1,1,137475,137478,D:\Shelburne\May\Sensor 12\20250524\20250524_110000.WAV,1575,NA,181.298,whine,bobof_whine,0.8603
302,Spectrogram 1,1,137475,137478,D:\Shelburne\May\Sensor 12\20250524\20250524_110000.WAV,1575,-45.15,NA,whine,bobof_whine,0.8603
303,Waveform 1,1,139794,139797,D:\Shelburne\May\Sensor 12\20250524\20250524_120000.WAV,1194,NA,222.676,whine,bobof_whine,0.9886
303,Spectrogram 1,1,139794,139797,D:\Shelburne\May\Sensor 12\20250524\20250524_120000.WAV,1194,-43.36,NA,whine,bobof_whine,0.9886
304,Waveform 1,1,139797,139800,D:\Shelburne\May\Sensor 12\20250524\20250524_120000.WAV,1197,NA,237.99,whine,bobof_whine,0.9867
304,Spectrogram 1,1,139797,139800,D:\Shelburne\May\Sensor 12\20250524\20250524_120000.WAV,1197,-42.78,NA,whine,bobof_whine,0.9867
305,Waveform 1,1,143691,143694,D:\Shelburne\May\Sensor 12\20250524\20250524_210000.WAV,2391,NA,90.451,whine,bobof_whine,0.8164
305,Spectrogram 1,1,143691,143694,D:\Shelburne\May\Sensor 12\20250524\20250524_210000.WAV,2391,-51.16,NA,whine,bobof_whine,0.8164
306,Waveform 1,1,143694,143697,D:\Shelburne\May\Sensor 12\20250524\20250524_210000.WAV,2394,NA,207.468,whine,bobof_whine,0.9353
306,Spectrogram 1,1,143694,143697,D:\Shelburne\May\Sensor 12\20250524\20250524_210000.WAV,2394,-43.97,NA,whine,bobof_whine,0.9353
307,Waveform 1,1,143697,143700,D:\Shelburne\May\Sensor 12\20250524\20250524_210000.WAV,2397,NA,211.469,whine,bobof_whine,0.9839
307,Spectrogram 1,1,143697,143700,D:\Shelburne\May\Sensor 12\20250524\20250524_210000.WAV,2397,-43.79,NA,whine,bobof_whine,0.9839
308,Waveform 1,1,143700,143703,D:\Shelburne\May\Sensor 12\20250524\20250524_210000.WAV,2400,NA,149.108,whine,bobof_whine,0.9763
308,Spectrogram 1,1,143700,143703,D:\Shelburne\May\Sensor 12\20250524\20250524_210000.WAV,2400,-46.84,NA,whine,bobof_whine,0.9763
309,Waveform 1,1,143883,143886,D:\Shelburne\May\Sensor 12\20250524\20250524_210000.WAV,2583,NA,1468.554,whine,bobof_whine,0.9577
309,Spectrogram 1,1,143883,143886,D:\Shelburne\May\Sensor 12\20250524\20250524_210000.WAV,2583,-26.96,NA,whine,bobof_whine,0.9577
310,Waveform 1,1,143886,143889,D:\Shelburne\May\Sensor 12\20250524\20250524_210000.WAV,2586,NA,1602.962,whine,bobof_whine,0.9683
310,Spectrogram 1,1,143886,143889,D:\Shelburne\May\Sensor 12\20250524\20250524_210000.WAV,2586,-26.21,NA,whine,bobof_whine,0.9683
311,Waveform 1,1,143889,143892,D:\Shelburne\May\Sensor 12\20250524\20250524_210000.WAV,2589,NA,591.858,whine,bobof_whine,0.9257
311,Spectrogram 1,1,143889,143892,D:\Shelburne\May\Sensor 12\20250524\20250524_210000.WAV,2589,-34.87,NA,whine,bobof_whine,0.9257
312,Waveform 1,1,143913,143916,D:\Shelburne\May\Sensor 12\20250524\20250524_210000.WAV,2613,NA,722.584,whine,bobof_whine,0.9806
312,Spectrogram 1,1,143913,143916,D:\Shelburne\May\Sensor 12\20250524\20250524_210000.WAV,2613,-33.14,NA,whine,bobof_whine,0.9806
313,Waveform 1,1,145596,145599,D:\Shelburne\May\Sensor 12\20250525\20250525_100000.WAV,1596,NA,165.662,whine,bobof_whine,0.9019
313,Spectrogram 1,1,145596,145599,D:\Shelburne\May\Sensor 12\20250525\20250525_100000.WAV,1596,-45.92,NA,whine,bobof_whine,0.9019
314,Waveform 1,1,145599,145602,D:\Shelburne\May\Sensor 12\20250525\20250525_100000.WAV,1599,NA,184.724,whine,bobof_whine,0.9672
314,Spectrogram 1,1,145599,145602,D:\Shelburne\May\Sensor 12\20250525\20250525_100000.WAV,1599,-44.98,NA,whine,bobof_whine,0.9672
315,Waveform 1,1,145623,145626,D:\Shelburne\May\Sensor 12\20250525\20250525_100000.WAV,1623,NA,283.636,whine,bobof_whine,0.7798
315,Spectrogram 1,1,145623,145626,D:\Shelburne\May\Sensor 12\20250525\20250525_100000.WAV,1623,-41.27,NA,whine,bobof_whine,0.7798
316,Waveform 1,1,146532,146535,D:\Shelburne\May\Sensor 12\20250525\20250525_100000.WAV,2532,NA,164.454,whine,bobof_whine,0.773
316,Spectrogram 1,1,146532,146535,D:\Shelburne\May\Sensor 12\20250525\20250525_100000.WAV,2532,-45.98,NA,whine,bobof_whine,0.773
317,Waveform 1,1,146607,146610,D:\Shelburne\May\Sensor 12\20250525\20250525_100000.WAV,2607,NA,134.221,whine,bobof_whine,0.8278
317,Spectrogram 1,1,146607,146610,D:\Shelburne\May\Sensor 12\20250525\20250525_100000.WAV,2607,-47.74,NA,whine,bobof_whine,0.8278
318,Waveform 1,1,146610,146613,D:\Shelburne\May\Sensor 12\20250525\20250525_100000.WAV,2610,NA,241.381,whine,bobof_whine,0.9767
318,Spectrogram 1,1,146610,146613,D:\Shelburne\May\Sensor 12\20250525\20250525_100000.WAV,2610,-42.65,NA,whine,bobof_whine,0.9767
